clip_sim,gate,is_fake
0.24143288,0.49803647,1
0.3100184,0.50286895,0
0.32749382,0.49727574,0
0.34731773,0.4942551,1
0.24903199,0.51241696,1
0.29652146,0.5119265,0
0.22785074,0.5108287,1
0.32536936,0.50868124,0
0.2901619,0.53887445,1
0.26867455,0.49278727,0
0.27961177,0.497645,1
0.2899869,0.5029076,0
0.30871117,0.49960515,0
0.3478455,0.50662994,0
0.24076214,0.49607363,1
0.28642008,0.49236998,1
0.3239048,0.50066864,0
0.28503162,0.51118517,0
0.3271016,0.47728565,0
0.19931987,0.49913868,1
0.30411106,0.5025429,0
0.26544052,0.49444273,1
0.17755333,0.50512546,1
0.28646296,0.47921416,0
0.23672724,0.5017421,1
0.31137353,0.49122083,0
0.24043098,0.49391007,0
0.22901449,0.48823354,1
0.29068127,0.48408473,1
0.26949376,0.5043106,1
0.3141303,0.49979767,0
0.33099037,0.5009807,0
0.360489,0.503911,1
0.31128818,0.51469797,1
0.27433062,0.52020603,1
0.23014763,0.50571936,1
0.20795634,0.48299456,1
0.31966668,0.4895676,0
0.28649136,0.48199317,0
0.27913797,0.5105028,1
0.29513147,0.479053,0
0.19407496,0.49506918,1
0.18114206,0.5075245,1
0.19551317,0.4780934,1
0.32732978,0.4935236,0
0.29451597,0.47035527,0
0.23882687,0.51056486,1
0.22227976,0.48497903,0
0.23865405,0.50657636,1
0.35220295,0.5277427,1
0.28961623,0.5094288,0
0.1705576,0.5063482,1
0.31020543,0.5125612,1
0.3046418,0.520968,1
0.18802178,0.49583256,1
0.25775164,0.49807882,1
0.33630353,0.48812044,0
0.28252825,0.52273476,1
0.26735556,0.51461244,0
0.33092293,0.48883155,0
0.32350624,0.4959693,0
0.22767179,0.511589,1
0.27451923,0.4758707,0
0.28683066,0.50637203,0
0.40251708,0.49634147,0
0.28761983,0.5076808,0
0.30011782,0.48285806,1
0.30125058,0.50059074,0
0.24591488,0.4913268,1
0.27249223,0.51268727,0
0.2541057,0.5142358,1
0.30793354,0.49814677,0
0.1919862,0.49515447,1
0.18908177,0.47824037,0
0.16099818,0.5049967,1
0.33530003,0.50325894,0
0.32967553,0.49130157,0
0.33819187,0.4828132,0
0.2882906,0.49286377,1
0.31801468,0.5008774,0
0.30367255,0.4996868,0
0.21976557,0.52617747,1
0.28451425,0.5025014,1
0.27371144,0.48473704,0
0.28103244,0.50077957,0
0.2761866,0.5156672,0
0.3246956,0.5104483,0
0.3504964,0.48782358,0
0.21421506,0.5074099,1
0.22954363,0.5090855,0
0.32816988,0.48769817,0
0.37064943,0.51924056,1
0.26945305,0.5018903,0
0.28105354,0.5042303,0
0.35636705,0.5139559,1
0.17484948,0.4999124,1
0.2998833,0.4891732,1
0.3304924,0.48726642,0
0.34767964,0.49831423,0
0.21200159,0.48954067,1
0.18917051,0.48875746,1
0.18454228,0.4785403,1
0.31125355,0.49921724,0
0.24685818,0.49678794,0
0.28935343,0.50662947,1
0.30159107,0.49957266,0
0.2903908,0.5105591,0
0.32305878,0.48473546,0
0.34493956,0.49664867,0
0.23855242,0.4964893,0
0.28172553,0.503221,0
0.2599707,0.4942254,1
0.19059666,0.48827994,1
0.3131649,0.51131684,0
0.32850474,0.4886428,0
0.1543182,0.5001026,1
0.2991436,0.49075434,0
0.3149114,0.4848616,0
0.26257837,0.4945433,0
0.27416074,0.48791218,1
0.2609437,0.48553658,1
0.25422588,0.4997971,1
0.28862315,0.49746206,0
0.25378758,0.50272584,1
0.2662802,0.5047008,0
0.30139226,0.4982698,0
0.2940498,0.49475732,0
0.33310556,0.5338063,1
0.2543643,0.52612484,1
0.3012104,0.4988762,0
0.2954778,0.49700227,0
0.2726043,0.53145385,1
0.3221798,0.50607437,1
0.30376264,0.5237289,1
0.2623492,0.514133,1
0.24455017,0.50052255,1
0.21098651,0.48337343,1
