clip_sim,gate,is_fake
0.28761384,0.4865853,1
0.26641646,0.50881845,1
0.3916381,0.5006353,0
0.33478856,0.5046237,0
0.20902191,0.49929783,1
0.28023934,0.5225802,1
0.31745213,0.49376246,0
0.2267805,0.50838834,1
0.23834231,0.50424117,1
0.2570156,0.48797777,0
0.32332343,0.5125409,1
0.31486198,0.5121949,0
0.21558706,0.50832826,1
0.29268125,0.50236195,0
0.2448238,0.5099949,1
0.29775447,0.53463227,1
0.2369811,0.4871758,0
0.263411,0.49709725,0
0.13182557,0.49104178,1
0.29554036,0.49484167,1
0.32993704,0.5128677,1
0.32104307,0.51108426,1
0.21651429,0.49329904,1
0.215527,0.50631505,0
0.3063704,0.50306517,1
0.2451415,0.4848553,0
0.27746916,0.48231754,0
0.2524509,0.5045056,1
0.2975192,0.52778995,1
0.26422396,0.5227501,1
0.33381093,0.4784204,0
0.34117582,0.5293317,1
0.38635463,0.49000987,0
0.34912056,0.5057674,1
0.18925521,0.50239694,1
0.26327914,0.49999508,1
0.2933011,0.49724197,0
0.23958097,0.50798595,1
0.2881809,0.50908154,1
0.3023079,0.48986974,0
0.30912846,0.46909073,0
0.26412937,0.49956992,0
0.3075766,0.49976417,0
0.2921952,0.510966,0
0.2180933,0.5120273,1
0.32923633,0.5100973,0
0.23410171,0.4751129,1
0.29777712,0.50262856,0
0.28455946,0.5155732,0
0.2606533,0.49911475,0
0.3199096,0.48287058,0
0.35258007,0.49276438,0
0.23709416,0.4931972,1
0.27576682,0.5065206,0
0.2950056,0.5002094,1
0.29525602,0.5026076,0
0.35561395,0.5150052,0
0.24353698,0.48405126,1
0.26404956,0.49081755,1
0.36665836,0.51785594,0
0.34987852,0.5121293,0
0.303326,0.5105483,0
0.3091724,0.51432157,0
0.24227396,0.52324265,1
0.2779438,0.4867431,0
0.3096547,0.49829683,1
0.16188046,0.50024146,1
0.24997184,0.5080499,1
0.14023356,0.48616526,1
0.2876665,0.47730067,0
0.37846178,0.53632694,1
0.28043193,0.50615865,0
0.32629776,0.5095182,1
0.30808777,0.50352854,0
0.26596272,0.51706076,1
0.37571773,0.49181518,0
0.262793,0.49701715,1
0.30516174,0.48898622,0
0.23517947,0.49458468,1
0.2568171,0.4961064,1
0.23922394,0.51005626,1
0.21130519,0.49254033,1
0.30795074,0.4947081,0
0.28574395,0.50322014,0
0.25488532,0.50725466,1
0.34137893,0.49997354,0
0.17689082,0.49681273,1
0.28178418,0.49081364,1
0.28271154,0.49960884,0
0.31652397,0.5220104,1
0.22699645,0.5040559,1
0.2877307,0.487488,1
0.30480623,0.49842677,1
0.24600698,0.50630236,1
0.28847125,0.49272454,0
0.36844772,0.5045934,0
0.30836666,0.5030546,0
0.3489315,0.5043257,0
0.24183184,0.4989377,1
0.25469276,0.47259054,0
0.21462092,0.5043902,1
0.30396318,0.50496477,1
0.28232032,0.50820994,0
0.31464326,0.490419,1
0.22910292,0.49424314,1
0.36192176,0.50316656,1
0.36234358,0.50445235,0
0.3016479,0.5003842,0
0.2790188,0.50098705,0
0.2618753,0.49482116,1
0.23599148,0.5332566,1
0.13435927,0.49251056,1
0.25959486,0.50427055,0
0.29030365,0.4866604,0
0.26797807,0.48872128,0
0.29540387,0.5237383,1
0.31660435,0.47594348,0
0.30360562,0.4937172,0
0.22721115,0.48454836,0
0.2604236,0.49939227,1
0.20621288,0.50596666,1
0.23603065,0.5125485,1
0.35326928,0.5071851,1
0.31172112,0.4786459,0
0.2510883,0.51117206,0
0.32066673,0.5385863,1
0.25651085,0.50226706,1
0.34103084,0.4939259,0
0.27515674,0.50563735,0
0.254376,0.47545898,0
0.31200117,0.48203623,0
0.28568897,0.5019438,1
0.3187375,0.4891487,1
0.33400637,0.49650463,0
0.35037923,0.5045838,1
0.34390512,0.4984888,0
0.31501126,0.48436907,0
0.3257848,0.48928523,0
0.23486757,0.47482082,0
0.25943765,0.5078005,1
0.31494868,0.4980596,0
0.24226746,0.49826702,0
0.2907611,0.49836752,0
0.32856527,0.49251094,0
0.30599064,0.48433706,1
0.32215402,0.5045005,0
0.29647323,0.4952997,0
0.31647566,0.4973857,0
0.2440263,0.4984503,0
0.27174643,0.4770968,0
0.29429823,0.49999818,0
0.34129548,0.48802233,0
0.2169943,0.50156355,1
0.28647774,0.49757895,0
0.31823653,0.5042396,0
0.27954775,0.49304795,0
0.29140016,0.4975418,0
0.33843255,0.5018303,0
0.19294499,0.49517107,1
0.30032963,0.47408047,0
0.2690342,0.48969075,0
0.21805723,0.50195616,1
0.3445269,0.52617186,1
0.26230592,0.5025273,1
0.2934788,0.4811537,0
0.2409864,0.48727524,0
0.29963902,0.50640416,1
0.2528243,0.47441876,0
0.27298912,0.48918605,0
0.34260613,0.50398177,0
0.3508758,0.5065482,0
0.24593702,0.49504828,0
0.23437385,0.49776816,0
0.28252953,0.51251054,1
0.30406183,0.50499207,0
0.2632191,0.50766796,1
0.19983406,0.5160417,1
0.29574817,0.49654794,0
0.27848834,0.5053288,1
0.30519032,0.48938265,0
0.29153472,0.5122229,1
0.24400982,0.49776587,0
0.31379122,0.4968121,0
0.2928657,0.47271195,0
0.25127572,0.49202415,0
0.2538829,0.49612352,0
0.19662926,0.50974375,0
0.27054155,0.5150822,0
0.2187591,0.49883994,0
0.30988616,0.4981728,0
0.18477234,0.48926678,1
0.18453935,0.49569407,1
0.41527814,0.49863186,0
0.32766268,0.49183857,0
0.2079395,0.4977564,1
0.34142286,0.49348298,1
0.22828038,0.51276106,1
0.3298942,0.50582933,0
0.3071119,0.48683247,0
0.32570887,0.5136648,1
0.25785652,0.47940004,0
0.2568962,0.49069282,0
0.18335646,0.493495,1
0.35979044,0.50656515,0
0.29165292,0.49772438,0
0.28098676,0.46608344,0
0.27059886,0.491519,0
0.233744,0.5058978,1
0.2665581,0.50829995,0
0.24855515,0.497467,0
0.2751546,0.48800352,0
0.27615768,0.48049498,0
0.302837,0.50046617,0
0.28106093,0.4930588,0
0.3475224,0.5025863,0
0.29017663,0.48997757,0
0.38526258,0.5109212,1
0.32566774,0.50141716,0
0.28749228,0.49846402,0
0.34723523,0.4858141,0
0.27181125,0.48951352,0
0.26310247,0.5054819,1
0.35361612,0.49471998,1
0.30685654,0.48255515,0
0.30052617,0.5055121,0
0.27979663,0.49413145,0
0.24385433,0.49731597,0
0.31865388,0.48066232,0
0.24288951,0.50966954,1
0.27236408,0.48623422,0
0.30562553,0.50413126,1
0.2389499,0.51699835,1
0.328213,0.4985582,0
0.33458996,0.4917283,1
0.31099665,0.49574137,1
0.23531212,0.50213706,1
0.23499876,0.49695596,0
0.24975803,0.5128841,1
0.24344073,0.50314945,1
0.33611584,0.4968551,1
0.21343154,0.4906037,1
0.35318208,0.48905006,1
0.32364774,0.50601417,0
0.248305,0.48875466,0
0.21992952,0.51031977,1
0.264812,0.5178129,1
0.24163938,0.4903063,0
0.1824916,0.48318568,1
0.22961923,0.50898075,0
0.27030838,0.48427415,0
0.27747256,0.49517226,0
0.28427923,0.48610052,0
0.30618033,0.50185984,0
0.2754304,0.47574505,0
0.18251595,0.4768258,1
0.28558013,0.49429727,0
0.3143545,0.5059561,0
0.25601724,0.49891916,1
0.18505009,0.49306408,1
0.33064404,0.5035183,0
0.25581494,0.51002747,1
0.25096554,0.50619084,1
0.19198471,0.49491405,0
0.2423389,0.5079822,0
0.264453,0.48978773,0
0.3070826,0.5051721,0
0.23314324,0.4954412,1
0.34784448,0.50912863,0
0.27773154,0.47553816,0
0.31989598,0.49998656,0
0.28702492,0.48098603,0
0.25679946,0.4850981,0
0.270999,0.50800425,0
0.3153435,0.49642292,0
0.28182834,0.48959556,0
0.2541731,0.5156303,1
0.359081,0.50961846,0
0.31102902,0.4904748,0
0.33343968,0.5022134,0
0.32136643,0.50461775,0
0.16207448,0.5058946,1
0.31502935,0.50889117,0
0.28932527,0.5067452,1
0.26894277,0.49468026,0
0.2642524,0.49885333,0
0.25996545,0.49955592,1
0.1597313,0.4848467,1
0.22816363,0.5070778,0
0.32682878,0.53011376,1
0.34502453,0.4940174,0
0.36012396,0.48910332,0
0.19924757,0.49906316,1
0.22715002,0.49493083,1
0.15564299,0.50354785,1
0.29253623,0.49274707,0
0.4050568,0.510197,0
0.28039855,0.4932154,0
0.23862332,0.4783375,0
0.31520846,0.50113267,0
0.2651013,0.49651703,0
0.2617938,0.50314665,1
0.27014232,0.49570444,0
0.23115611,0.5085472,1
0.2608645,0.5045015,0
0.3906741,0.5141868,0
0.36545393,0.5031157,0
0.39830118,0.50427717,0
0.277973,0.49655768,1
0.34582114,0.4947858,1
0.28618503,0.4907215,0
0.32073998,0.4899678,0
0.36405504,0.50410885,1
0.3283168,0.50404555,1
0.22682089,0.49967813,1
0.23325975,0.5051484,1
0.2134483,0.49037167,1
0.2235426,0.47500655,0
0.2164145,0.4821515,1
0.28291306,0.5055667,1
0.20977756,0.5096891,1
0.23385042,0.48583797,0
0.34234822,0.49797133,0
0.3348364,0.49960807,0
0.24969202,0.4979107,1
0.1882072,0.5008518,0
0.25610286,0.50475365,1
0.3175425,0.49867877,0
0.29552484,0.5019102,0
0.21001366,0.497624,1
0.25613403,0.5044854,0
0.27778566,0.49648452,0
0.34859502,0.49489507,0
0.3142443,0.5021198,0
0.31371754,0.50167066,0
0.18572384,0.49696064,1
0.29653263,0.5027323,1
0.24938014,0.50064105,1
0.28182524,0.50962216,0
0.30120173,0.4897509,0
0.3030377,0.49055514,0
0.26942343,0.5075087,0
0.2875262,0.48901558,0
0.286555,0.50363773,1
0.30275002,0.49765468,0
0.29371813,0.4730123,0
0.334687,0.50027305,0
0.25220332,0.46865153,0
0.34021977,0.49231732,0
0.24707657,0.49512804,1
0.19861886,0.4991313,1
0.23370162,0.4961897,0
0.2794184,0.49540862,0
0.21717629,0.49487665,1
0.29332256,0.48576942,0
0.30669376,0.5086563,1
0.21330872,0.5071275,1
0.38480055,0.50790113,0
0.21023041,0.5024138,1
0.22048886,0.4998496,1
0.30624083,0.496627,1
0.26399252,0.48544654,0
0.3579316,0.49973342,0
0.23297729,0.47622836,1
0.28001353,0.47571966,0
0.20530991,0.49776638,1
0.2031168,0.48933244,1
0.328084,0.5035797,1
0.27840662,0.49742422,1
0.21331963,0.49111262,1
0.26656455,0.49090147,1
0.24699101,0.49684656,1
0.31013727,0.52028525,1
0.33446926,0.50059134,0
0.26897985,0.50618887,0
0.2328046,0.5027662,1
0.32502687,0.50075203,0
0.3479956,0.52064484,1
0.2619951,0.49876595,1
0.24029468,0.49092165,1
0.29151782,0.5010281,1
0.21680863,0.49150768,1
0.2919819,0.5022748,0
0.27487355,0.496945,0
0.22501665,0.508663,1
0.2633507,0.49618304,0
0.30314642,0.49752793,1
0.28814697,0.5001013,0
0.21893108,0.4867604,0
0.31684542,0.4872924,0
0.2875176,0.4794952,1
0.32228643,0.5103931,0
0.23438251,0.50417376,1
0.30088323,0.5002744,1
0.3485418,0.5130854,0
0.23696965,0.4895463,1
0.35881376,0.53697544,1
0.2357133,0.4952253,0
0.2945269,0.48605824,0
0.30107057,0.49811354,0
0.292527,0.48182097,0
0.30186877,0.5060542,0
0.28153598,0.5037425,0
0.2763823,0.4875755,0
0.22385049,0.5008495,1
0.26443517,0.50101477,0
0.32962728,0.5034886,0
0.3233747,0.49696875,0
0.24153274,0.50530356,1
0.26290894,0.48472664,0
0.26545358,0.5025118,0
0.2174008,0.48641548,1
0.24946928,0.49451968,1
0.2814489,0.5040212,0
0.29576325,0.48464343,0
0.30261135,0.5132644,0
0.23232235,0.5066295,0
0.22946516,0.5108042,0
0.2648198,0.506969,1
0.31866884,0.50877637,0
0.30110112,0.508189,1
0.3411792,0.49327362,0
0.30779415,0.4942576,0
0.24316618,0.4796941,0
0.2828276,0.49820736,0
0.27360964,0.49532175,0
0.30007994,0.50626224,0
0.35231933,0.4939647,1
0.3287354,0.49085477,0
0.32133234,0.48537627,0
0.30108458,0.49561262,0
0.20189947,0.5157072,1
0.32079983,0.4840404,0
0.21649662,0.500112,1
0.2873399,0.5112069,1
0.20442311,0.47878754,1
0.18781824,0.49117875,0
0.18931347,0.5027048,1
0.30672365,0.5066281,0
0.34427658,0.49857125,0
0.26104075,0.50450265,0
0.25258636,0.49757218,1
0.3557526,0.5022235,0
0.35280856,0.51426905,1
0.23339443,0.49870285,1
0.2170856,0.5057889,1
0.32093427,0.48313165,0
0.24809065,0.505225,0
0.3053546,0.4993228,1
0.30506974,0.4970219,0
0.33843875,0.4952288,0
0.2112034,0.4873996,1
0.35138237,0.49133775,1
0.36392897,0.5154895,1
0.3066629,0.4866853,0
0.33444166,0.5058632,0
0.25875217,0.48644507,0
0.2542773,0.48703495,0
0.15051594,0.49303994,1
0.30101117,0.49397108,0
0.25373358,0.49159995,0
0.19065335,0.5054472,1
0.29167178,0.4985105,0
0.2740924,0.49882343,0
0.2522513,0.520012,1
0.26121554,0.5038371,1
0.29644433,0.48527673,0
0.19307353,0.4697034,0
0.31027305,0.5055503,1
0.29099834,0.50070965,1
0.20125839,0.5054949,1
0.34020394,0.51395386,0
0.32594472,0.5104508,0
0.25666884,0.49112308,0
0.25326377,0.50194603,0
0.32167214,0.49079713,0
0.26234126,0.5118509,0
0.25995994,0.47645918,1
0.19119169,0.51155543,1
0.24240336,0.4824386,0
0.31745684,0.49189034,0
0.3109517,0.5074045,1
0.41001666,0.49189994,0
0.24774578,0.50751203,1
0.33331683,0.50822586,0
0.31582832,0.489892,0
0.26054645,0.4931914,0
0.267398,0.49853197,0
0.28612655,0.49638474,1
0.32304907,0.4653881,0
0.28944778,0.4990057,0
0.23054352,0.49960244,1
0.33684936,0.5042962,0
0.25775102,0.5017397,1
0.28528816,0.4883155,0
0.3247491,0.5102391,0
0.30916202,0.48860487,1
0.24766183,0.5199566,1
0.28067225,0.49162146,0
0.27464885,0.4963231,0
0.23294926,0.49084535,0
0.26610434,0.50306875,1
0.32854116,0.50387055,0
0.35508138,0.5418555,1
0.33280635,0.49828696,1
0.276862,0.5050991,0
0.13107596,0.48785636,1
0.27109164,0.51552457,1
0.34424955,0.48129615,0
0.29900324,0.49486327,0
0.25553453,0.5061538,1
0.19498852,0.49515232,1
0.3008068,0.49676478,1
0.25409684,0.5118871,1
0.2614718,0.5159149,0
0.2920386,0.47781393,0
0.3080594,0.49963188,1
0.15097821,0.508333,1
0.20584038,0.50895375,1
0.26539797,0.48829234,1
0.30585432,0.4885395,1
0.29868197,0.49779764,0
0.22282092,0.50050205,1
0.28574264,0.4908886,0
0.22692305,0.50407124,1
0.32263765,0.51348287,0
0.33364666,0.49883237,1
0.17065102,0.49230528,1
0.23900047,0.47885227,1
0.18648784,0.4919665,1
0.26149008,0.5049156,1
0.28207812,0.5056331,0
0.24104613,0.51229864,0
0.25796947,0.5074225,1
0.30789596,0.50991076,0
0.21336116,0.5089557,1
0.3111017,0.48996782,0
0.26375306,0.48540282,0
0.2845956,0.48617366,1
0.24182445,0.5046957,1
0.26690337,0.50494677,1
0.34309125,0.506893,0
0.34526283,0.49885073,1
0.26494664,0.48648342,0
0.28543246,0.51806545,1
0.2856047,0.4926777,0
0.19844572,0.50771505,1
0.19299206,0.49478412,1
0.3130449,0.48796225,0
0.2911356,0.49034548,0
0.31059584,0.50009793,1
0.23796463,0.50901335,1
0.25219592,0.5207007,1
0.29356313,0.4951531,0
0.31867146,0.5062178,1
0.24708568,0.4880414,1
0.28641185,0.5160358,1
0.22186685,0.47519243,0
0.23927855,0.5099387,1
0.27825114,0.49503776,1
0.18387803,0.5038471,1
0.30025768,0.49384785,0
0.21573488,0.49197713,1
0.31916228,0.5057684,0
0.32628033,0.5272863,1
0.2740708,0.4989588,1
0.18873763,0.4951454,1
0.26774755,0.4897839,0
0.27455235,0.5267443,1
0.30356282,0.48347387,1
0.3124796,0.5258444,1
0.30478984,0.50313324,1
0.32813668,0.47300506,0
0.24932092,0.5057039,1
0.3040951,0.49798176,1
0.29750383,0.50360775,0
0.31105506,0.49710572,0
0.3167707,0.48436645,0
0.33520013,0.5128932,0
0.23888344,0.51397806,1
0.16438721,0.4894918,1
0.33933592,0.5316908,1
0.27055895,0.51225823,1
0.29684728,0.49172223,0
0.28389457,0.48467255,0
0.21585816,0.5063748,1
0.24349782,0.47722423,0
0.26489764,0.48907423,1
0.28704065,0.49761924,0
0.32974148,0.5031,0
0.29674232,0.49942568,0
0.28293112,0.49134317,1
0.33939433,0.50704676,0
0.2874132,0.50974447,0
0.22065799,0.50682014,1
0.26405257,0.4780079,0
0.24418804,0.50600165,1
0.23568934,0.4893159,0
0.2768794,0.51277196,1
0.3382858,0.508432,0
0.26045555,0.49783587,1
0.28927726,0.5093694,0
0.23626631,0.50442123,1
0.3051958,0.50842595,1
0.32773194,0.48660064,0
0.33775437,0.51740474,1
0.321654,0.4946995,0
0.27006024,0.5011842,1
0.19013771,0.48239633,0
0.28581673,0.4830173,0
0.26570785,0.5176086,1
0.20985672,0.4822391,1
0.25915748,0.50321764,0
0.19524004,0.48893926,0
0.37054908,0.5129914,1
0.27479017,0.48839727,1
0.21022823,0.5049524,1
0.25333673,0.4988606,1
0.27073845,0.5062105,1
0.30333066,0.4918355,0
0.2255436,0.4974245,1
0.24262926,0.48336098,1
0.31477943,0.50090975,0
0.20919499,0.47773147,0
0.35040134,0.53258985,1
0.15721622,0.49859166,1
0.26132077,0.5297412,1
0.31943125,0.5047483,0
0.18152022,0.5006159,1
0.26399887,0.49509084,0
0.21705446,0.5105667,1
0.2441333,0.4912312,1
0.16380623,0.49479115,1
0.2774312,0.506296,1
0.35383007,0.4908733,0
0.29903618,0.49768987,0
0.27092868,0.49788103,1
0.28387696,0.48004627,0
0.27210206,0.5130773,1
0.14984858,0.49348453,1
0.2891098,0.5235107,1
0.3235156,0.4999508,1
0.24873146,0.47362015,1
0.18936425,0.48949504,1
0.30981147,0.48834094,0
0.27689558,0.50255173,0
0.24793926,0.5032776,0
0.31655756,0.4905902,0
0.25830555,0.49543595,1
0.32327902,0.52232444,1
0.3293117,0.50401956,0
0.29691386,0.50212973,1
0.30005193,0.49010995,0
0.1585789,0.49849606,1
0.22011724,0.49402526,0
0.3170812,0.48777667,0
0.29515082,0.5292647,1
0.2576419,0.5058908,1
0.2838381,0.49071994,0
0.29110083,0.49945644,0
0.28851348,0.48193082,1
0.24989073,0.49410984,1
0.34524402,0.49952522,0
0.36434847,0.5058386,1
0.2652347,0.5017776,1
0.25221148,0.5123852,1
0.24684128,0.47598362,0
0.30922228,0.5139925,1
0.28966016,0.50653136,1
0.2908861,0.5048515,1
0.28671032,0.5087846,1
0.32046688,0.5028644,0
0.14353639,0.4931321,1
0.084796555,0.49678266,1
0.2962842,0.51779515,0
0.3378966,0.49356556,0
0.22773808,0.48886693,0
0.24501845,0.5050284,1
0.29014695,0.5323501,1
0.28501022,0.5069278,0
0.28782126,0.47706172,0
0.36250147,0.50479007,0
0.31204587,0.5112656,0
0.30191496,0.5183882,1
0.25135598,0.48021817,0
0.28267878,0.47409916,0
0.38025215,0.49641523,0
0.29988652,0.50240916,0
0.30115998,0.50680894,1
0.2674045,0.48911357,0
0.2402815,0.50931716,1
0.26038754,0.51061434,1
0.21801658,0.49996743,1
0.22515944,0.4989268,0
0.2887547,0.49032295,1
0.23332295,0.5099531,1
0.17797619,0.50465196,1
0.3310578,0.48306048,0
0.2201152,0.50679564,0
0.25627112,0.5015648,1
0.32795334,0.505463,1
0.2904223,0.49521926,0
0.24831207,0.47423252,0
0.29810634,0.5011608,0
0.29694778,0.49515727,0
0.34987533,0.5083073,0
0.3097324,0.49934712,0
0.29276344,0.4944128,0
0.32906413,0.47935915,0
0.21823947,0.52314013,1
0.22646922,0.5014625,1
0.34487617,0.5135524,0
0.21160233,0.5085061,1
0.2886123,0.4931581,1
0.2542272,0.50139076,0
0.2712798,0.48588172,0
0.31020355,0.5018621,1
0.33554542,0.49368158,0
0.22756998,0.49425897,1
0.34270012,0.51088756,0
0.29356015,0.49280444,1
0.3422386,0.5131454,0
0.24775898,0.50301814,0
0.19045794,0.4816989,1
0.16360784,0.5020825,1
0.24820435,0.49622095,0
0.33727744,0.5188581,1
0.2860101,0.4978272,0
0.3030375,0.5010461,0
0.27822953,0.5021241,1
0.30023926,0.49495387,0
0.33950317,0.50008327,0
0.24716443,0.49032655,1
0.29774535,0.49859247,0
0.17636712,0.49090418,1
0.21469346,0.4912988,1
0.36280757,0.495748,0
0.35731727,0.5017772,1
0.2847153,0.502857,0
0.3284884,0.49664912,0
0.29553756,0.5037761,1
0.26307023,0.46410796,0
0.26716447,0.5098811,1
0.24105725,0.50881267,1
0.2870564,0.49679908,0
0.26448077,0.5045413,1
0.31222737,0.5017262,1
0.29498687,0.49249816,0
0.33942068,0.50345856,0
0.33088434,0.49828196,1
0.25095606,0.4959332,0
0.26055285,0.48295298,0
0.32625428,0.5011622,0
0.33277595,0.5003717,0
0.2407675,0.48864007,1
0.29683036,0.5253493,1
0.3234135,0.5279884,1
0.3328831,0.50486356,0
0.22084674,0.48307702,0
0.33339372,0.4991087,0
0.29148608,0.49711773,1
0.2730227,0.51069003,1
0.32989722,0.49290538,0
0.31426245,0.53448373,1
0.2525177,0.5094808,1
0.28502405,0.48026004,0
0.21943633,0.4956305,1
0.28074732,0.4913207,0
0.27872938,0.49150768,0
0.2773062,0.53369886,1
0.23005351,0.49691972,0
0.22815238,0.50791675,0
0.25985616,0.49663186,1
0.3389762,0.4926535,1
0.27973518,0.5024852,0
0.29625645,0.52097887,1
0.2801434,0.5051449,0
0.32908633,0.5035218,0
0.29112363,0.49936017,1
0.29899323,0.49410823,0
0.2255363,0.499071,0
0.23736684,0.49481854,0
0.30139396,0.47994998,0
0.2504477,0.48935834,0
0.29211974,0.49629357,0
0.3684193,0.5021742,0
0.22269288,0.4913937,0
0.32161367,0.50040907,0
0.18112811,0.48964223,1
0.22102657,0.48347542,0
0.2783085,0.5237234,1
0.22344652,0.5093441,1
0.336931,0.5011099,0
0.32631752,0.5031747,0
0.30250123,0.5050606,0
0.30423748,0.50463295,0
0.2506257,0.50749713,1
0.24701542,0.47665557,0
0.30740428,0.49325076,0
0.236644,0.48610023,0
0.2429364,0.5324643,1
0.32471845,0.51031333,0
0.21814364,0.4846381,1
0.34950233,0.5056758,0
0.32096308,0.4819199,0
0.2074652,0.48766938,1
0.2865178,0.4846822,0
0.2619766,0.49021205,0
0.31485718,0.5231064,1
0.29366532,0.49606267,0
0.3833509,0.5272642,1
0.2742608,0.48929337,1
0.2963974,0.48218083,0
0.25063282,0.4977567,1
0.1738332,0.4891882,1
0.29678592,0.48025775,0
0.28898138,0.48061964,0
0.2458711,0.48984894,1
0.25805432,0.49267018,0
0.29223454,0.506995,1
0.2400693,0.5069812,1
0.33503243,0.5009287,1
0.31586814,0.5082304,1
0.1821253,0.499712,1
0.36302143,0.50461423,0
0.31507567,0.46963724,0
0.1732897,0.5043331,1
0.24821419,0.5009622,0
0.28693402,0.4991592,0
0.29373646,0.50568444,0
0.26467517,0.5167393,0
0.26981384,0.5067301,0
0.3242267,0.50063235,0
0.27638435,0.49897507,1
0.2068722,0.4978757,1
0.33463803,0.47870716,1
0.285561,0.50737494,0
0.28890127,0.48850954,0
0.22155266,0.49213788,1
0.32310557,0.4880735,0
0.2442065,0.51530266,1
0.31526816,0.4953548,0
0.28959656,0.51060057,0
0.19743866,0.5073434,1
0.28633496,0.4996078,0
0.24493396,0.5058711,1
0.28107125,0.49268925,0
0.3172313,0.48506245,0
0.2734306,0.48266807,0
0.36813134,0.5112012,1
0.26461315,0.5021897,0
0.36416695,0.48140475,0
0.34749183,0.48625043,0
0.31185585,0.49692297,0
0.29422224,0.4965118,0
0.26801515,0.49475995,1
0.27615216,0.4886106,1
0.23613247,0.5013171,1
0.2662118,0.5050183,1
0.28219765,0.50133,1
0.1303454,0.48174202,1
0.28150898,0.5049048,0
0.2666887,0.50544506,0
0.26196992,0.49536118,1
0.25291184,0.5025361,1
0.25871655,0.46746,0
0.24316895,0.5043171,1
0.27835494,0.4920001,0
0.37868398,0.4999752,0
0.28178394,0.5265123,1
0.19094226,0.49974307,1
0.29698664,0.49406508,0
0.24980024,0.5134518,1
0.25190964,0.48444262,0
0.2404648,0.5134378,1
0.25226793,0.51367193,1
0.34493816,0.5089941,0
0.21922395,0.50312,0
0.2687238,0.49387035,1
0.16852625,0.49476588,1
0.3038821,0.5086218,0
0.31584132,0.48552787,0
0.2588379,0.48757958,0
0.25615308,0.5042031,0
0.3136983,0.50494504,1
0.18909647,0.4989928,1
0.14315346,0.4808197,1
0.25812784,0.5012637,1
0.29827005,0.5057206,1
0.31045377,0.5072825,0
0.2285029,0.49869695,1
0.19073443,0.48563313,0
0.26863956,0.50244826,1
0.27309912,0.48928547,0
0.27269414,0.4851322,0
0.2440727,0.5094649,0
0.30913556,0.5017284,1
0.2303609,0.4970827,0
0.32823965,0.49908552,0
0.2536402,0.51044756,1
0.31071448,0.49462613,0
0.18094271,0.4886087,1
0.2556246,0.49724472,0
0.26904836,0.49408948,1
0.25979078,0.50262314,0
0.21224019,0.48812184,1
0.26410925,0.50315994,0
0.20565951,0.4948667,1
0.20889454,0.50409466,1
0.29436442,0.5011652,0
0.32802975,0.48801342,0
0.26192662,0.50740254,0
0.20685121,0.505816,1
0.2692305,0.4858807,0
0.3004369,0.48825836,0
0.24990489,0.5080022,1
0.27220455,0.48668358,0
0.20220281,0.50306433,1
0.2954123,0.51336795,1
0.2822848,0.5074344,1
0.27371246,0.4956402,1
0.3001848,0.50548273,1
0.17660542,0.4969522,1
0.2870761,0.50008684,0
0.2676064,0.50750417,1
0.301942,0.5012864,0
0.29410824,0.50514054,1
0.21385682,0.5011453,1
0.31456086,0.5031931,0
0.16782045,0.48980233,1
0.22012123,0.47870147,1
0.2952322,0.5057499,1
0.31252584,0.5236664,1
0.19594234,0.4825211,1
0.33576298,0.5092395,0
0.23200868,0.4985683,1
0.2133524,0.503138,1
0.21924599,0.48171684,0
0.1838322,0.49740967,1
0.2679363,0.4942793,0
0.36791176,0.50601673,1
0.32378346,0.5021897,0
0.2596845,0.49066058,1
0.26145494,0.4682374,0
0.284195,0.45762715,0
0.18827878,0.49315163,1
0.32878786,0.4887208,0
0.19544983,0.5047575,1
0.18650667,0.50514245,1
0.36745828,0.4947002,0
0.3202481,0.50425243,0
0.29230133,0.5084949,1
0.3269698,0.49668875,1
0.2910397,0.4933435,1
0.3242119,0.5096287,1
0.24352786,0.47850946,0
0.27971673,0.5169537,1
0.26727283,0.50279313,0
0.28134692,0.48866323,0
0.3021178,0.5062149,1
0.2713859,0.49977502,0
0.31849104,0.51178294,1
0.26302788,0.47641468,0
0.33184007,0.4877927,0
0.3354026,0.4961114,0
0.2520893,0.49299297,1
0.19684747,0.4926115,1
0.29433465,0.50660706,0
0.22237396,0.4891366,0
0.2666238,0.4717358,0
0.22744809,0.5110598,0
0.30111533,0.51848185,1
0.25569552,0.49460864,0
0.38060963,0.4990609,0
0.26832077,0.5124697,1
0.3290241,0.52316207,0
0.24469975,0.49679852,1
0.17780092,0.48344228,1
0.31348705,0.49266627,0
0.23082839,0.50418067,1
0.29407126,0.48490658,0
0.26789474,0.5042321,0
0.37088448,0.48795184,0
0.26382735,0.49653065,0
0.306669,0.5000548,0
0.27210322,0.50562227,1
0.3830046,0.4849608,0
0.24889281,0.49840996,1
0.32368404,0.48166046,0
0.31952694,0.48563918,0
0.21430773,0.49536815,1
0.3813681,0.5233635,1
0.28918487,0.50889665,1
0.25377744,0.49048772,0
0.21469751,0.4963882,1
0.24853182,0.49176738,1
0.28477943,0.47632158,0
0.28790715,0.4898752,0
0.25568208,0.49999753,1
0.27180636,0.46801797,0
0.24710335,0.5077086,1
0.31788892,0.5051778,1
0.30851018,0.49865702,1
0.30418047,0.5011241,0
