clip_sim,is_fake
0.28616592,0
0.21171251,1
0.33589402,0
0.26981437,0
0.33524072,0
0.27627024,1
0.3541738,0
0.29517674,0
0.34846795,1
0.3343823,0
0.29710647,0
0.34698778,0
0.2848305,1
0.228325,1
0.27346334,1
0.3096708,0
0.23238316,1
0.31477857,0
0.32431567,0
0.23425065,0
0.29213715,0
0.2785809,0
0.31822744,1
0.33024296,1
0.28708988,0
0.2657197,1
0.35121506,0
0.27163535,0
0.25387228,1
0.27750757,0
0.28741616,0
0.2408332,1
0.27303314,1
0.30887228,0
0.28900063,0
0.3084296,0
0.2640912,0
0.26300943,0
0.28255954,0
0.3033207,0
0.28393435,1
0.28146422,1
0.3135784,0
0.2470296,0
0.30629295,0
0.3121382,0
0.3043826,0
0.28485507,0
0.32993743,0
0.22654998,1
0.3418754,1
0.24517483,1
0.24979115,1
0.32858598,0
0.32292363,0
0.35106722,1
0.2120867,1
0.28347448,1
0.28724766,0
0.2999397,1
0.33798656,0
0.30282244,0
0.3006993,1
0.25040108,0
0.2667858,0
0.29988676,1
0.27368695,1
0.25908834,1
0.29309028,0
0.24077606,1
0.29575124,0
0.32533044,0
0.22720489,1
0.21106195,1
0.30712438,1
0.21975628,1
0.31039897,0
0.20971738,0
0.25555587,1
0.26338428,0
0.25673282,1
0.22088815,0
0.12467162,1
0.28076914,0
0.2337441,0
0.3277896,1
0.19474533,1
0.3341208,0
0.29086325,0
0.21888307,1
0.2099028,1
0.15480955,1
0.3412707,0
0.1532293,1
0.2678975,0
0.33270878,1
0.3294686,1
0.26081273,0
0.21788923,1
0.31220236,0
0.3648919,0
0.26338857,1
0.3552294,0
0.3121075,1
0.27231234,0
0.28885344,0
0.25060338,1
0.3090185,0
0.32087827,1
0.28181803,1
0.22624826,1
0.29179192,0
0.1832599,1
0.33704454,0
0.3375189,0
0.2237744,1
0.2780175,0
0.29238766,1
0.16806415,1
0.31513548,0
0.29892692,0
0.21061331,1
0.37994486,0
0.29217187,0
0.23494676,0
0.30554974,0
0.24442348,1
0.29695532,1
0.25774494,1
0.32415202,0
0.2901266,1
0.21884069,0
0.1960312,1
0.26870686,1
0.30559516,1
0.29849467,1
0.306253,0
0.32802102,0
0.3733564,0
0.21654922,1
0.16804685,1
0.17940089,1
0.26611236,0
0.29759657,0
0.25429207,0
0.28450626,1
0.2035448,1
0.1214723,0
0.3166573,0
0.30313987,0
0.28635553,0
0.3738897,0
0.22766015,0
0.23461862,0
0.34131637,0
0.27527225,1
0.2542184,1
0.23931733,1
0.26925316,0
0.29379547,0
0.31425518,1
0.13241662,1
0.19444779,1
0.29125527,0
0.33333528,1
0.2367906,0
0.28845173,0
0.35819647,0
0.22652963,0
0.37767702,0
0.21588877,1
0.19762588,1
0.307266,0
0.2703274,0
0.3790658,0
0.3580589,1
0.27245986,0
0.24235377,1
0.3068973,0
0.34484884,0
0.2672509,0
0.28789994,1
0.31514752,0
0.259997,0
0.32847947,1
0.24892265,1
0.23773007,1
0.342566,0
0.36663967,0
0.28842962,1
0.2842988,0
0.2865123,1
0.33553663,0
0.30496976,0
0.31142387,1
0.2984779,1
0.35565782,1
0.29007903,0
0.39326566,1
0.27034825,0
0.3018887,0
0.2794413,0
0.25684887,1
0.2316955,1
0.33171314,1
0.24870792,1
0.1761827,1
0.29286155,0
0.34395987,0
0.17293021,1
0.21714887,1
0.27815664,0
0.29975426,1
0.17265171,1
0.27665824,1
0.2733623,0
0.25673917,1
0.3072218,0
0.2935575,1
0.23895165,1
0.36194956,0
0.26489973,1
0.19175193,1
0.32772726,0
0.3507333,0
0.32690823,1
0.24911313,0
0.2495072,1
0.3485601,1
0.23386347,0
