clip_sim,is_fake
0.33516404,0
0.2811925,0
0.2504723,1
0.3088311,0
0.27000472,0
0.32768244,0
0.30795074,0
0.3136718,0
0.2800367,1
0.28238213,1
0.28574395,0
0.27214512,0
0.29711884,0
0.25488532,1
0.3323548,1
0.34137893,0
0.25919694,1
0.23216783,1
0.31243175,1
0.3168963,0
0.31087804,0
0.1730896,0
0.29566526,0
0.31023663,0
0.2694221,0
0.30250317,0
0.22669917,1
0.17689082,1
0.29071233,0
0.28178418,1
0.29608658,0
0.27362633,0
0.26026738,0
0.3198675,1
0.30884415,1
0.29689825,0
0.28271154,0
0.28523648,0
0.31652397,1
0.28752607,1
0.27069965,1
0.27176255,0
0.22699645,1
0.33700198,1
0.32325804,0
0.27688757,1
0.28713667,0
0.25705898,1
0.19282842,1
0.34756583,1
0.25199872,1
0.2877307,1
0.29693094,0
0.29057246,1
0.28251293,1
0.30480623,1
0.34176248,0
0.17227152,1
0.2857181,0
0.24600698,1
0.19634669,1
0.2730837,1
0.26258832,1
0.27945548,0
0.3297372,0
0.358935,0
0.32115722,0
0.20927864,1
0.28847125,0
0.17457984,1
0.36844772,0
0.28685808,1
0.27444866,1
0.29726148,0
0.30836666,0
0.28242058,0
0.31613883,0
0.31471324,0
0.19571508,1
0.19490495,1
0.28496194,1
0.3489315,0
0.22785246,1
0.33922908,1
0.39513725,1
0.2166303,1
0.2550768,0
0.34625554,1
0.2990167,0
0.23646642,0
0.21978268,1
0.16143467,1
0.18366382,1
0.24183184,1
0.3310989,1
0.33987334,1
0.31620747,0
0.26417613,1
0.27916238,1
0.25469276,0
0.21462092,1
0.2781211,1
0.30570552,0
0.18475232,0
0.2621169,1
0.30396318,1
0.27477515,1
0.31115323,1
0.34358492,0
0.24956739,0
0.28232032,0
0.23965204,1
0.27128428,1
0.20043594,1
0.31870118,0
0.31691456,0
0.26521954,0
0.15939145,1
0.26023138,1
0.26344287,1
0.1475176,1
0.30865884,0
0.2022751,1
0.29784936,0
0.31464326,1
0.23282991,1
0.22910292,1
0.36192176,1
0.31346506,0
0.30172658,0
0.26325417,1
0.17870954,1
0.26437813,1
0.30626208,0
0.29699582,1
0.27031294,0
0.36234358,0
0.3016479,0
0.22109325,1
0.23164554,0
0.2354819,0
0.3113935,0
0.2269181,1
0.293566,0
0.2469365,0
0.2861763,0
0.2790188,0
0.22879358,1
0.2785557,0
0.30063012,0
0.3116832,1
0.26582623,1
0.29028326,0
0.32058284,0
0.27234071,0
0.27268183,1
0.24108082,0
0.2618753,1
0.23784788,1
0.29388085,0
0.17268205,1
0.27450985,1
0.2944085,0
0.22598115,1
0.23251592,0
0.18582827,1
0.23599148,1
0.2279664,1
0.23563787,1
0.15005355,1
0.26369962,0
0.19200993,1
0.3390811,0
0.26633638,1
0.13435927,1
0.25959486,0
0.3285651,0
0.29030365,0
0.25471473,0
0.23160389,0
0.38839108,1
0.26797807,0
0.13829234,1
0.23490381,0
0.28144902,0
0.22605336,1
0.29540387,1
0.26112336,1
0.1401093,1
0.22604658,1
0.2340398,1
0.27374768,1
0.23676996,0
0.29202837,0
0.30084,0
0.22840565,0
0.26206863,1
0.30709895,0
0.26490864,1
0.22825849,1
0.322479,0
0.22762893,1
0.30191505,1
0.36257902,1
0.2576482,1
0.23440115,1
0.23554769,1
0.31660435,0
0.30360562,0
0.25087118,1
0.39755884,1
0.1714774,1
0.30500162,0
0.19289574,0
0.30233407,0
0.29193148,1
0.16546904,1
0.22721115,0
0.30465496,0
0.30895323,0
0.27057418,1
0.32958794,0
0.18304443,1
0.2604236,1
0.29672593,0
0.20327199,1
0.30759263,0
0.20621288,1
0.23603065,1
0.3583567,1
0.30311233,0
0.1946587,1
0.28188476,0
0.30771095,0
0.35326928,1
0.29784048,0
0.31172112,0
0.17897353,1
0.2510883,0
0.13774784,1
0.32066673,1
0.32765052,0
0.31194177,0
0.28128743,0
0.33706722,0
0.28346944,0
0.25651085,1
0.24680492,0
0.27029976,1
0.34103084,0
0.25603107,1
0.35784993,0
0.24721405,1
0.28509468,0
0.18072768,1
0.34491462,0
0.24551444,0
0.3000726,0
0.27515674,0
0.31019357,0
0.3172956,0
0.254376,0
0.31490576,1
0.27627826,0
0.34289396,0
0.33641312,1
0.30850035,0
0.33209202,1
0.31200117,0
0.28573292,1
0.27305627,0
0.2830302,0
0.30642825,1
0.27811223,0
0.33910525,0
0.3120879,0
0.30800757,1
0.28318018,0
0.24289379,1
0.34907997,1
0.28368586,1
0.28568897,1
0.22334497,0
0.3058572,0
0.22882667,1
0.23016913,1
0.2656117,1
0.2562587,0
0.23522499,1
0.3187375,1
0.25988907,0
0.3183773,0
0.28712338,0
0.2669039,0
0.32234997,0
0.3341687,0
0.33400637,0
0.33928192,1
0.21996884,1
0.35037923,1
0.30899993,0
0.41720307,1
0.33464196,1
0.2551518,0
0.24413851,1
0.21419853,1
0.36619335,0
0.34390512,0
0.34411022,0
0.30450332,0
0.23260006,0
0.24367109,1
0.19141287,1
0.18319355,1
0.22901069,1
0.31501126,0
0.30807644,1
0.27770308,0
0.324788,0
0.33336842,0
0.20902447,1
0.24514876,1
0.23990256,1
0.3483018,0
0.17464602,1
0.3257848,0
0.23486757,0
0.2927375,1
0.28941876,0
0.24404374,0
0.22984764,1
0.25943765,1
0.31494868,0
0.3314554,1
0.2833798,0
0.30151212,0
0.34103382,0
0.24226746,0
0.29846263,0
0.2907611,0
0.33415547,1
0.3209926,0
0.26171604,1
0.22866288,1
0.2879899,1
0.24454795,1
0.18732326,1
0.36574772,1
0.32979324,0
0.28969657,1
0.21470678,0
0.27574122,1
0.24292956,1
0.31615788,0
0.20374125,1
0.24326062,1
0.31723922,1
0.33395308,1
0.33221287,0
0.27744097,1
0.28750533,0
0.28004193,0
0.29228932,0
0.2982355,1
0.258722,0
0.23493776,1
0.24727395,1
0.3265052,1
0.31178844,0
0.32856527,0
0.3182868,1
0.21359116,0
0.29639798,0
0.204004,1
0.31644708,0
0.30599064,1
0.31981683,1
0.2741843,1
0.23423235,1
0.3443433,1
0.25741225,1
0.32947305,0
0.25106198,1
0.2569471,0
0.32215402,0
0.27029744,0
0.33776355,0
0.16839167,1
0.24258499,1
0.30360597,0
0.29647323,0
0.25954607,1
0.26275325,0
0.32561952,0
0.18134382,1
0.23952721,1
0.25182784,1
0.35433757,1
0.2101052,1
0.35516813,0
0.279933,0
0.27288967,1
0.2815527,1
0.31647566,0
0.2997143,0
0.2440263,0
0.23761919,0
0.27174643,0
0.34828597,1
0.21120104,1
0.26185888,0
0.2660131,0
0.29996622,1
0.24745828,1
0.2901153,0
0.29429823,0
0.27849787,0
0.27401155,0
0.29319432,1
0.34129548,0
0.2169943,1
0.30475092,1
0.32758892,0
0.33228785,0
0.24380833,0
0.28647774,0
0.2391509,1
0.2856872,1
0.29385298,0
0.32032442,0
0.31802493,1
0.31823653,0
0.27954775,0
0.3412149,1
0.2417045,1
0.29290473,1
0.2293114,1
0.27780607,0
0.17529543,1
0.29140016,0
0.33865976,1
0.394903,0
0.33843255,0
0.24920672,0
0.2930492,1
0.22489655,1
0.29842237,0
0.3410503,0
0.22124577,0
0.19294499,1
0.25431627,0
0.30032963,0
0.23216808,1
0.2690342,0
0.31764367,0
0.30280405,1
0.34939548,0
0.2898054,1
0.21708052,1
0.30489877,0
0.26333603,0
0.19023809,1
0.21805723,1
0.27196482,0
0.3445269,1
0.31717512,1
0.2507163,0
0.25646788,0
0.31991065,0
0.26230592,1
0.26050615,0
0.22083974,1
0.22020277,1
0.3376258,1
0.32716012,0
0.26612464,1
0.29781237,0
0.09104462,1
0.27858928,0
0.29293254,1
0.3181134,0
0.2934788,0
0.2409864,0
0.31708047,1
0.3748157,0
0.33834964,0
0.24804237,1
0.31297493,1
0.24442902,1
0.30678937,1
0.19764727,0
0.23609747,1
0.29963902,1
0.23962441,1
0.22994496,1
0.32311925,0
0.2528243,0
0.22900634,0
0.29722095,0
0.27298912,0
0.29934353,0
0.29349333,0
0.34260613,0
0.30324337,1
0.3508758,0
0.3775453,1
0.3450414,0
0.17695972,1
0.26635686,0
0.24593702,0
0.23437385,0
0.34984076,1
0.26263523,1
0.27442724,1
0.19183846,1
0.21275875,1
0.21794912,1
0.29622862,0
0.29447147,0
0.35175064,0
0.34561598,0
0.27715376,0
0.28115308,0
0.35934094,0
0.26491514,0
0.18565433,1
0.2615171,0
0.29124534,0
0.311845,0
0.29639167,0
0.28064594,0
0.2877798,0
0.23178613,0
0.25487375,0
0.29797694,0
0.3327843,0
0.34708405,0
0.28252953,1
0.3192321,1
0.1716511,1
0.35723013,0
0.30521557,0
0.24694806,0
0.30849266,0
0.15068123,1
0.30330157,1
0.24119115,1
0.3185762,0
0.31228963,1
0.23620425,0
0.24497183,0
0.37384212,0
0.2799378,0
0.18094274,1
0.31523952,0
0.2679434,0
0.2517684,1
0.30406183,0
0.2632191,1
0.40175766,0
0.2296888,0
0.26953858,1
0.2068761,1
0.3071249,0
0.27635556,1
0.29459256,0
0.22436073,1
0.32303104,0
0.19983406,1
0.29574817,0
0.27848834,1
0.23648053,1
0.30846718,1
0.30519032,0
0.32038823,0
0.3522322,0
0.28854322,0
0.34972173,1
0.29153472,1
0.20116784,1
0.25053215,1
0.26351178,0
0.31843072,0
0.23084196,1
0.17865904,1
0.33682406,1
0.24400982,0
0.28942525,0
0.33051783,0
0.31379122,0
0.15357295,1
0.29468587,0
0.2928657,0
0.25127572,0
0.2538829,0
0.19662926,0
0.2410785,1
0.27054155,0
0.36758026,0
0.32106638,1
0.20215346,1
0.28569737,1
0.12932977,1
0.36788782,1
0.26115662,1
0.2330569,0
0.2187591,0
0.31415665,0
0.31534117,0
0.31788638,1
0.29796407,0
0.29441756,0
0.30988616,0
0.1958276,1
0.25556,0
0.21737759,0
0.18478705,1
0.27263293,1
0.24375007,0
0.23726311,1
0.32497072,0
0.2798512,1
0.31781206,0
0.2671964,0
0.29040426,1
0.2845747,0
0.2257944,0
0.24215636,0
0.18043277,1
0.2645945,1
0.2887746,0
0.35018414,1
0.22695746,1
0.18477234,1
0.18453935,1
0.41527814,0
0.38362944,1
0.23167713,1
0.32766268,0
0.2280626,0
0.20390949,1
0.35983834,0
0.2079395,1
0.34142286,1
0.2543773,1
0.29794466,0
0.36072204,0
0.25396174,0
0.29432893,0
0.13310972,1
0.28005147,0
0.3180526,0
0.26000676,0
0.22828038,1
0.3298942,0
0.2978722,0
0.2101408,1
0.25258762,0
0.19383688,1
0.31016672,1
0.3109519,0
0.3201071,1
0.3071119,0
0.19780305,1
0.27949408,1
0.2357175,1
0.36782283,0
0.25671118,0
0.29087037,1
0.20324385,0
0.29268223,1
0.32570887,1
0.19801062,1
0.3310799,1
0.2658613,1
0.26035407,0
0.29640558,0
0.20015007,1
0.21640882,0
0.21564427,1
0.34143704,1
0.29001525,1
0.15545997,1
0.20733058,1
0.25785652,0
0.1926463,1
0.2568962,0
0.35672396,1
0.25513008,0
0.31137055,1
0.2775442,1
0.30710483,0
0.32994252,0
0.26755828,0
0.18335646,1
0.33156186,1
0.3387328,0
0.28434855,0
0.18095751,1
0.3577125,0
0.35979044,0
0.2349374,1
0.29165292,0
0.327987,0
0.27726075,1
0.28098676,0
0.28510296,1
0.32562464,0
0.3180147,0
0.2868806,0
0.25049418,0
0.27158487,1
0.2480663,0
0.27059886,0
0.26985258,0
0.233744,1
0.3008412,0
0.35955,0
0.3446156,0
0.32338417,0
0.33926,0
0.31377032,0
0.2665581,0
0.22151613,0
0.1958056,1
0.31227311,0
0.24855515,0
0.28589198,0
0.26681983,0
0.29971468,1
0.25377128,1
0.25591302,1
0.35842907,0
0.31535274,0
0.38900304,0
0.21564753,1
0.2751546,0
0.27615768,0
0.27099246,0
0.23098876,0
0.27139914,1
0.32455432,0
0.302837,0
0.30701017,1
0.28743657,0
0.23497255,0
0.30216,0
0.32285693,1
0.3586803,1
0.29228508,0
0.24673107,1
0.2748592,0
0.38696352,0
0.2985716,0
0.28106093,0
0.2886288,0
0.28875574,1
0.3475224,0
0.29017663,0
0.38526258,1
0.2245735,1
0.18339308,1
0.296941,0
0.19821694,1
0.1987354,1
0.23778273,0
0.29974976,1
0.31813896,0
0.2710162,1
0.32435712,0
0.3634503,0
0.30717555,0
0.17065373,1
0.16645314,1
0.2969471,0
0.28569424,0
0.23493347,1
0.29720104,0
0.25895047,1
0.32566774,0
0.2031711,0
0.3185695,1
0.26024166,1
0.31177592,1
0.2024944,0
0.2607656,1
0.2899087,1
0.29958603,1
0.23191121,1
0.28749228,0
0.2616554,1
0.2966256,1
0.25203305,1
0.34723523,0
0.27181125,0
0.26310247,1
0.35361612,1
0.22368017,1
0.29770806,0
0.29873028,1
0.30833274,0
0.273682,0
0.18026796,1
0.2881278,1
0.26703888,0
0.30685654,0
0.24364987,1
0.32716298,1
0.26976293,0
0.3054555,0
0.31452602,0
0.28227484,1
0.19124049,1
0.3243044,0
0.30052617,0
0.3529575,0
0.27979663,0
0.3168749,0
0.2673503,0
0.29954237,0
0.3400076,0
0.26196945,1
0.2851489,1
0.29823032,1
0.3811533,1
0.24729368,0
0.35879856,1
0.20389132,1
0.18473512,0
0.33558387,1
0.21651371,0
0.24385433,0
0.25856218,1
0.19868627,1
0.31865388,0
0.24288951,1
0.31316015,1
0.18605861,1
0.31583542,0
0.32614577,0
0.29370242,0
0.27236408,0
0.2815631,1
0.3015897,1
0.35818872,1
0.21114464,1
0.2620175,1
0.33468294,0
0.30562553,1
0.2981823,0
0.28385496,1
0.28503677,0
0.2389499,1
0.28913987,0
0.2794803,0
0.3112687,1
0.328213,0
0.3120323,1
0.28262368,1
0.33458996,1
0.20659243,0
0.37227845,1
0.31099665,1
0.3351331,0
0.31024975,0
0.28808653,1
0.25262445,1
0.23531212,1
0.2825476,1
0.2415158,1
0.2322013,1
0.23499876,0
0.26806602,0
0.2171772,1
0.29105645,0
0.25121778,1
0.2847612,0
0.24296582,1
0.4001016,0
0.29589903,0
0.28696498,0
0.15187347,0
0.24975803,1
0.34595203,0
0.3034647,0
0.24344073,1
0.3037586,0
0.22609623,1
0.26963156,0
0.28273016,1
0.21952158,1
0.256142,1
0.20479828,1
0.19282608,1
0.2225111,1
0.2741543,0
0.19357151,1
0.2816696,1
0.33611584,1
0.29558042,0
0.273968,1
0.25095135,0
0.22318318,1
0.32455906,0
0.33661288,0
0.26772344,1
0.21343154,1
0.21793233,1
0.35318208,1
0.32364774,0
0.28437382,1
0.24758226,0
0.248305,0
0.21992952,1
0.26704937,0
0.18318406,1
0.26147875,1
0.264812,1
0.27597833,0
0.24163938,0
0.2992882,0
0.25346497,0
0.31872517,1
0.18632993,1
0.3221359,1
0.28742102,0
0.31551406,0
0.317399,1
0.29481354,1
0.1824916,1
0.3241106,0
0.22961923,0
0.27030838,0
0.20891112,1
0.2826411,1
0.22702572,0
0.263005,0
0.19069333,1
0.27747256,0
0.27741697,1
0.2829953,1
0.3161338,1
0.28427923,0
0.30618033,0
0.2913103,0
0.27329582,0
0.2754304,0
0.20160803,1
0.31987548,1
0.3178333,0
0.18251595,1
0.32340723,0
0.30680096,0
0.27443925,0
0.32198703,1
0.28558013,0
0.39020148,1
0.3143545,0
0.26905823,0
0.24737391,1
0.31006634,1
0.25601724,1
0.18505009,1
0.32262042,0
0.21264917,1
0.23025101,0
0.33064404,0
0.29396525,0
0.22432794,1
0.33725062,0
0.2971615,1
0.29007176,0
0.29600754,0
0.25581494,1
0.25528866,0
0.25096554,1
0.36061803,0
0.30278444,0
0.22397949,1
0.27224526,0
0.25298965,1
0.23122442,0
0.19198471,0
0.2423389,0
0.22551653,1
0.2788822,0
0.29363358,1
0.23146103,1
0.27785486,0
0.28740132,0
0.31427455,0
0.29858047,0
0.35030913,0
0.28183055,1
0.30098057,0
0.3129648,0
0.32397962,0
0.264453,0
0.29637548,0
0.21672732,1
0.3070826,0
0.23314324,1
0.2864252,0
0.28720233,0
0.3315562,1
0.25673318,1
0.19289243,1
0.34784448,0
0.27773154,0
0.33675534,1
0.25746176,1
0.31989598,0
0.28691548,0
0.2934424,0
0.29893404,1
0.305058,0
0.28702492,0
0.30865255,0
0.22157249,0
0.32106355,0
0.30883995,0
0.34265682,0
0.28108877,0
0.25679946,0
0.18232298,1
0.22227708,0
0.3057732,0
0.26904005,0
0.2541958,0
0.2454549,1
0.33108252,1
0.270999,0
0.26589772,1
0.3153435,0
0.2683614,1
0.21011274,1
0.28182834,0
0.32250056,0
0.3072945,0
0.2655628,0
0.2541731,1
0.15317951,1
0.2630718,1
0.26869607,0
0.16374022,1
0.359081,0
0.28095078,1
0.38285738,1
0.24347588,0
0.2441571,0
0.36108962,1
0.3035214,1
0.20555335,1
0.2008749,1
0.31102902,0
0.36681187,0
0.28166935,1
0.23836625,1
0.23435682,0
0.33343968,0
0.24385637,0
0.32136643,0
0.3212344,0
0.31587532,1
0.33953702,1
0.2630163,0
0.16207448,1
0.268109,0
0.31502935,0
0.24862212,0
0.33651537,1
0.32436216,1
0.31687605,1
0.28932527,1
0.26527184,0
0.21417849,1
0.20426887,1
0.3053464,0
0.35423484,0
0.35953394,0
0.32151952,1
0.31982875,0
0.24575381,1
0.28760433,0
0.32581943,0
0.16103655,1
0.35674274,0
0.246101,1
0.25865993,1
0.16457006,1
0.32177788,0
0.29326212,1
0.30597603,0
0.26894277,0
0.2642524,0
0.29979748,1
0.26300943,0
0.19634089,1
0.29926565,0
0.28820422,0
0.25996545,1
0.2668797,1
0.35258588,0
0.2961383,1
0.20819253,1
0.28320807,1
0.23344997,0
0.3008638,0
0.26551712,1
0.22282012,0
0.28026086,0
0.1597313,1
0.29988378,1
0.22816363,0
0.31614947,0
0.30894476,0
0.32682878,1
0.18727697,1
0.29517514,1
0.34502453,0
0.24997146,0
0.25161266,0
0.22096522,1
0.36012396,0
0.2643856,0
0.22097877,1
0.16915506,1
0.19924757,1
0.22715002,1
0.15564299,1
0.22082381,0
0.32159853,0
0.33026934,0
0.29253623,0
0.29588434,0
0.4050568,0
0.28039855,0
0.23862332,0
0.31520846,0
0.28306177,0
0.2651013,0
0.2617938,1
0.27014232,0
0.23115611,1
0.39443243,1
0.2608645,0
0.30774203,1
0.19723211,1
0.3906741,0
0.36545393,0
0.31477165,1
0.22670676,1
0.2765015,0
0.39830118,0
0.20092872,1
0.28262278,0
0.3250752,1
0.277973,1
0.19469285,1
0.21285519,1
0.15319446,1
0.19424595,1
0.33491457,0
0.25445843,1
0.15265709,1
0.35344318,0
0.2912537,0
0.26569325,1
0.34582114,1
0.28618503,0
0.21921918,1
0.29878813,0
0.30024529,0
0.19674584,0
0.354583,1
0.22978878,0
0.17765348,1
0.25887227,0
0.3218959,1
0.31398028,1
0.28949457,0
0.35128066,0
0.2596209,0
0.3419119,0
0.32073998,0
0.25065443,1
0.31049776,0
0.35832357,0
0.3426311,1
0.29177377,0
0.2061338,1
0.36405504,1
0.24336204,1
0.3283168,1
0.3065397,1
0.3240538,0
0.2304034,1
0.22682089,1
0.23148802,0
0.2781784,1
0.13410637,1
0.31377414,0
0.07816664,1
0.311314,0
0.23325975,1
0.34902954,0
0.24432154,1
0.28158927,0
0.26813334,0
0.3370478,1
0.33361238,1
0.3292002,0
0.31701922,0
0.32189962,0
0.3600542,1
0.26714194,0
0.24605659,1
0.30695558,0
0.23650861,1
0.33459952,0
0.2134483,1
0.29614022,0
0.26667398,0
0.30093968,1
0.24953038,1
0.2235426,0
0.3323393,0
0.2164145,1
0.30192724,0
0.3087234,0
0.30513975,0
0.2635635,1
0.22849548,1
0.33009338,0
0.20507,1
0.23261997,1
0.25970253,0
0.3104436,1
0.3085094,1
0.33874965,1
0.30792332,1
0.3571623,0
0.40898275,1
0.2542177,0
0.24788517,0
0.27867785,1
0.29898718,1
0.22707427,1
0.28291306,1
0.19346032,1
0.31790477,0
0.27022776,1
0.20977756,1
0.21516034,1
0.23385042,0
0.3894659,1
0.26123777,1
0.32409644,0
0.27523804,0
0.26443607,0
0.34234822,0
0.30759338,0
0.3348364,0
0.23191404,1
0.24969202,1
0.3933308,1
0.20012724,1
0.1882072,0
0.23168863,0
0.25610286,1
0.24393505,1
0.23416555,1
0.3175425,0
0.300413,0
0.24434574,1
0.29552484,0
0.2891146,0
0.2700693,0
0.21001366,1
0.27802575,0
0.2556823,0
0.25613403,0
0.2915465,0
0.27778566,0
0.26570866,1
0.17624435,1
0.34859502,0
0.32599592,0
0.28882927,1
0.29571977,0
0.3142443,0
0.36281517,1
0.28552315,0
0.25438297,0
0.24424009,1
0.31745574,1
0.24984616,0
0.31371754,0
0.18572384,1
0.28958824,0
0.29653263,1
0.1821906,1
0.34210607,0
0.24938014,1
0.30102745,1
0.28182524,0
0.18129385,1
0.20394066,1
0.31396955,0
0.25223362,1
0.30093253,1
0.2049554,0
0.36763966,1
0.30120173,0
0.3030377,0
0.26783764,0
0.30632508,0
0.2801766,0
0.4381044,1
0.19240949,1
0.16470797,1
0.24893603,1
0.28133476,0
0.22608905,1
0.30783176,0
0.13159208,1
0.3023936,0
0.25532794,0
0.26942343,0
0.3447358,0
0.33199295,0
0.20878854,0
0.27493817,0
0.30812597,1
0.2737432,1
0.3018381,1
0.3192696,0
0.21040677,1
0.2875262,0
0.23624219,1
0.2861444,0
0.2685486,1
0.25994432,0
0.286555,1
0.23078777,1
0.30275002,0
0.17319708,1
0.2926226,0
0.3355253,0
0.38024288,0
0.22198147,1
0.2901298,0
0.19463159,1
0.10544574,1
0.28482538,0
0.29371813,0
0.25516915,1
0.28798497,0
0.2312357,1
0.334687,0
0.21730913,1
0.16965894,1
0.29264653,1
0.2263928,1
0.19775711,1
0.2600379,0
0.27250266,1
0.25079495,0
0.29731664,0
0.31352374,1
0.23037563,0
0.32469505,0
0.2580314,1
0.28320307,0
0.25220332,0
0.34021977,0
0.27328208,1
0.2445967,0
0.13467525,1
0.26257414,0
0.16082941,0
0.18800664,1
0.283514,1
0.3013487,0
0.21786714,1
0.21434997,0
0.28602666,1
0.34277976,0
0.16140142,1
0.12622952,1
0.27830434,0
0.19879547,1
0.30272004,0
0.16111913,1
0.30491906,0
0.25637305,0
0.3147776,0
0.24707657,1
0.22184014,0
0.25478464,1
0.19646057,1
0.18365246,0
0.31158423,1
0.29198945,0
0.19861886,1
0.21378532,1
0.15924224,1
0.34725246,0
0.25223112,0
0.35377604,1
0.32234702,0
0.21033439,1
0.23370162,0
0.32569566,0
0.22009546,1
0.21486852,1
0.280743,0
0.18509783,1
0.32416326,0
0.30021355,1
0.2794184,0
0.2817431,0
0.17669727,1
0.23451516,1
0.27463567,1
0.32648772,0
0.1972912,0
0.24540704,0
0.26395,0
0.21717629,1
0.23412088,0
0.27442986,0
0.27182704,1
0.14522047,1
0.29332256,0
0.30669376,1
0.18889739,1
0.14626154,0
0.17506805,1
0.30202287,1
0.3238556,0
0.3320021,0
0.18032762,1
0.16291147,1
0.20751037,1
0.21239325,1
0.23612627,1
0.22943671,1
0.25544685,0
0.30534875,0
0.31708616,0
0.31670168,0
0.279004,1
0.19910023,1
0.30101424,1
0.21330872,1
0.38480055,0
0.24979234,1
0.19769323,1
0.21023041,1
0.34107292,0
0.26017484,0
0.22048886,1
0.26539662,0
0.3235065,0
0.28802526,0
0.30624083,1
0.18288243,0
0.26399252,0
0.25389102,1
0.27947617,1
0.19977605,1
0.30101818,1
0.3579316,0
0.31427127,1
0.30532038,0
0.25425816,1
0.23297729,1
0.28001353,0
0.20530991,1
0.29442593,1
0.30159128,0
0.22127476,1
0.27232683,0
0.2914427,0
0.32507056,1
0.2031168,1
0.27589428,0
0.31692797,1
0.328084,1
0.26618862,0
0.27840662,1
0.3424922,0
0.3218447,0
0.24457547,0
0.28919977,0
0.3369553,0
0.27745384,1
0.29978922,1
0.21331963,1
0.2633704,0
0.25848782,0
0.2666675,1
0.20108952,1
0.28693748,0
0.2798661,0
0.29334846,1
0.33918983,1
0.35881475,0
0.26734668,1
0.26973397,1
0.32728636,1
0.18298586,1
0.30345958,0
0.24330904,0
0.2506367,1
0.20827758,1
0.24301276,0
0.30599278,0
0.23177508,0
0.26656455,1
0.21393783,0
0.21682726,1
0.29330516,1
0.23507889,1
0.18927318,1
0.3100117,0
0.23450685,1
0.24699101,1
0.32947662,1
0.35029203,0
0.31013727,1
0.3049008,0
0.16548851,1
0.2633199,0
0.29757494,0
0.29916292,1
0.29488468,0
0.20821977,1
0.30782923,1
0.31414518,1
0.17104124,1
0.33446926,0
0.26988375,0
0.36679006,0
0.29512432,0
0.2790833,0
0.14090338,1
0.26897985,0
0.3197826,1
0.33444297,1
0.24446627,1
0.2538915,0
0.31989965,1
0.2501188,1
0.2328046,1
0.33311632,0
0.11098019,0
0.29098237,0
0.32502687,0
0.349625,0
0.32772005,0
0.27502102,0
0.31942108,0
0.36733896,0
0.26233438,1
0.18486778,1
0.28436035,0
0.1614117,1
0.24276686,1
0.33609754,1
0.3479956,1
0.21182235,1
0.2619951,1
0.31830022,0
0.24029468,1
0.24737799,1
0.29288632,0
0.27987996,0
0.31109142,1
0.2936278,0
0.26164064,1
0.2885775,0
0.26211646,1
0.29151782,1
0.2286079,0
0.21379122,1
0.22687232,0
0.33495748,0
0.21680863,1
0.30790675,0
0.18592905,1
0.2050218,1
0.2919819,0
0.32530385,1
0.3238966,0
0.31720158,0
0.33633608,1
0.23591053,1
0.28532684,0
0.27487355,0
0.36222044,1
0.2944012,0
0.22501665,1
0.2633507,0
0.23567219,1
0.26729316,1
0.2614203,1
0.30314642,1
0.29369283,0
0.26136965,0
0.333952,0
0.3454718,1
0.28814697,0
0.3348348,1
0.20660368,1
0.21893108,0
0.30896172,1
0.26856303,1
0.24899492,1
0.31684542,0
0.2875176,1
0.17008848,1
0.29840004,0
0.30491817,0
0.32346088,0
0.32228643,0
0.23438251,1
0.28175032,0
0.24283956,1
0.30198374,0
0.2319633,1
0.32903406,0
0.25962853,1
0.17658015,1
0.27218255,0
0.24272974,1
0.33460787,0
0.26299804,0
0.29660895,0
0.3099427,1
0.2537545,1
0.32281956,1
0.3336786,0
0.24651842,1
0.31697375,1
0.35697958,0
0.22976987,1
0.30088323,1
0.3485418,0
0.31092852,1
0.2644402,0
0.27502927,0
0.29383397,1
0.20493919,1
0.24553387,0
0.24709749,1
0.21651667,1
0.3123834,1
0.2462073,1
0.23696965,1
0.19808565,1
0.21498936,0
0.39061022,0
0.2483168,1
0.35881376,1
0.31123587,1
0.21975636,1
0.2357133,0
0.32107985,1
0.32564777,1
0.30589586,1
0.2515353,0
0.18100263,1
0.2643867,1
0.2945269,0
0.30107057,0
0.30925333,1
0.31464717,1
0.26687473,1
0.28953785,1
0.33619392,0
0.21592373,0
0.3048269,1
0.24371237,0
0.292527,0
0.21675554,1
0.3270397,0
0.28961977,0
0.18966392,1
0.1851242,1
0.30186877,0
0.24618228,0
0.25121322,0
0.3442173,1
0.19851488,1
0.27224347,0
0.32043886,1
0.35759002,1
0.2955107,1
0.37690496,1
0.28153598,0
0.2763823,0
0.28205255,0
0.23809253,1
0.267093,0
0.22492424,1
0.2556737,1
0.17538422,1
0.22385049,1
0.24036744,0
0.30618775,1
0.20123002,0
0.29175457,1
0.26852617,0
0.25189602,0
0.26443517,0
0.2254228,1
0.2997442,0
0.28677794,1
0.32886618,1
0.20310833,1
0.23702076,0
0.18884447,1
0.35504633,1
0.32962728,0
0.3440125,0
0.17947006,1
0.28878963,0
0.35546935,0
0.30881807,1
0.3335002,0
0.22573777,0
0.21474722,1
0.3233747,0
0.19904521,1
0.1416449,1
0.24153274,1
0.3039565,0
0.26290894,0
0.2858386,1
0.25271267,1
0.24264589,0
0.17590404,0
0.25102547,1
0.32874662,0
0.26545358,0
0.24015933,1
0.30439273,0
0.24788767,0
0.2174008,1
0.24700692,1
0.34827316,0
0.24946928,1
