protocol,model,seed,params,train_seconds,val_f1,accuracy,macro_f1,precision_fake,recall_fake,f1_fake,brier,ece,auroc,auprc,tn,fp,fn,tp
source,text_finetuned,42,82119938,1548.5516843795776,0.36591777061701874,0.6385735080058225,0.6035852481892274,0.5738747553816047,0.42118491921005385,0.4858148685027956,0.2566986083984375,0.17523653403363762,0.6741090691741253,0.5344625994053808,3214,871,1612,1173
